group	chao1	shannon
Archaea	57	3.755516
Archaea	58	4.817156
Archaea	53	4.639045
Archaea	52	4.449493
Archaea	66	4.687531
Archaea	63	4.724307
Archaea	58	4.398599
Archaea	58	4.516452
Archaea	61	4.861974
Archaea	67	4.812455
Archaea	63	4.326975
Archaea	60	4.73167
Archaea	60	4.622449
Archaea	59	4.58384
Archaea	60	4.161537
Archaea	48	4.620954
Archaea	60	4.348739
Archaea	65	4.662971
Archaea	69	4.910846
Archaea	69	4.626193
Archaea	63	3.947757
Archaea	67	4.656761
Archaea	62	4.645547
Archaea	68	4.597154
Archaea	64	4.564631
Archaea	57	4.464302
Archaea	75	4.968431
Archaea	66	4.393974
Archaea	67	4.744473
Archaea	60	4.84725
Archaea	58	4.837316
Archaea	49	4.377622
Archaea	61	4.268947
Archaea	66	4.787302
Archaea	45	4.395825
Archaea	59	4.072263
Archaea	58	4.743456
Archaea	65	5.026221
Archaea	70	5.09752
Archaea	65	5.183986
Archaea	64	5.042656
Archaea	65	5.055084
Archaea	71	4.896393
Archaea	66	4.880948
Archaea	57	3.943015
Archaea	64	4.507921
Archaea	58	3.971251
Archaea	68	4.680878
Archaea	72	4.677542
Archaea	61	4.689552
Archaea	73	4.991702
Archaea	72	5.001199
Archaea	135	5.939031
Archaea	67	4.974132
Archaea	65	4.046759
Archaea	57	4.279238
Archaea	57	4.62061
Archaea	63	4.493594
Archaea	73	4.841993
Archaea	68	4.855343
Archaea	71	4.98559
Archaea	57	4.595912
Archaea	64	4.540663
Archaea	69	4.738813
Archaea	75	5.117147
Archaea	60	4.319128
Archaea	59	4.347197
Archaea	62	4.659524
Archaea	67	5.060958
Archaea	62	4.923215
Archaea	67	5.184259
Archaea	71	5.116079
Archaea	77	4.808885
Archaea	75	4.480645
Archaea	69	5.002138
Archaea	62	4.653318
Archaea	66	4.9595
Archaea	68	4.937446
Archaea	53	4.823434
Archaea	66	4.856051
Archaea	66	4.880936
Archaea	128	6.100524
Archaea	64	5.056998
Archaea	63	4.935217
Archaea	63	4.807128
Archaea	69	4.999981
Archaea	76	5.073198
Archaea	78	5.111482
Archaea	65	5.103409
Archaea	57	4.957956
Archaea	60	4.191651
Archaea	61	4.589364
Archaea	61	4.907093
Archaea	73.5	4.936241
Archaea	60	4.697012
Archaea	66	4.73318
Archaea	59	4.866463
Archaea	64	5.073915
Archaea	55	4.678554
Archaea	60	4.613702
Archaea	64	4.802275
Archaea	69	5.165919
Archaea	62	4.862644
Archaea	67	4.925521
Archaea	64	4.686657
Archaea	64	4.784688
Archaea	71.5	5.060853
Archaea	66	4.670532
Archaea	64	4.68358
Archaea	58	4.372336
Archaea	49	4.617513
Archaea	49	3.936229
Archaea	61	4.390146
Archaea	74.5	5.039414
Archaea	60	4.15885
Archaea	70	4.924124
Archaea	57	4.936525
Archaea	65	4.989637
Archaea	63	4.867189
Archaea	70	5.195783
Archaea	67	4.919253
Archaea	68	5.143378
Archaea	64	4.942294
Archaea	61	4.68724
Archaea	66	4.926602
Archaea	74	5.225856
Archaea	61	4.516956
Archaea	70	5.022402
Archaea	66	4.758419
Archaea	54	4.791773
Archaea	62	4.900475
Archaea	68	4.891724
Archaea	79	5.25132
Archaea	64	4.830883
Archaea	56	4.443475
Archaea	65	5.077372
Archaea	53	4.55613
Archaea	62	4.902054
Archaea	58	4.763018
Archaea	63	4.840988
Archaea	53	4.222208
Archaea	66	4.991432
Archaea	57	4.994974
Archaea	65	4.990649
Archaea	68	4.375147
Archaea	59	4.69151
Archaea	62	4.549944
Archaea	65	4.466572
Archaea	64	4.643474
Archaea	54	4.550365
Archaea	65	4.804636
Archaea	64	4.719548
Archaea	70	4.561778
Archaea	72	4.819081
Archaea	63	4.672996
Archaea	51	4.704339
Archaea	67	4.756662
Archaea	61	4.767213
Archaea	70	4.744737
Archaea	64	4.74911
Archaea	66	4.727418
Archaea	63	4.978256
Archaea	63	5.004427
Archaea	63	4.880413
Archaea	52	4.156815
Archaea	112	5.686794
Archaea	57	4.637436
Archaea	63	4.728074
Archaea	62	4.690333
Archaea	66	4.97811
Archaea	60	4.654216
Archaea	60	4.633984
Archaea	60	4.794253
Archaea	60	4.466403
Archaea	57	4.686419
Archaea	46	3.854098
Archaea	56	4.465052
Archaea	58	4.669189
Archaea	61	4.863481
Archaea	53	4.546011
Archaea	63	4.730569
Archaea	56	4.521777
Archaea	64	4.623349
Archaea	65	4.870014
Archaea	67	4.906114
Archaea	66	4.782381
Archaea	56	4.411392
Archaea	57	4.696779
Archaea	58	4.668989
Archaea	65	4.487901
Archaea	68	4.412807
Archaea	67	4.794681
Archaea	58	4.410314
Archaea	64	4.333696
Archaea	61	4.422837
Archaea	61	4.54374
Archaea	59	4.524998
Archaea	58	4.711075
Archaea	69	5.266112
Archaea	64	4.762812
Archaea	51	4.084646
Archaea	59	4.653362
Archaea	63	4.470189
Archaea	59	4.540722
Archaea	56	4.52965
Archaea	55	4.706498
Archaea	55	4.583923
Archaea	72	5.05649
