id	a	b
370	-0.0224029	0.646101339
371	-0.03209453	0.407440706
372	-0.05515802	0.365662083
373	0.01701019	0.515601393
374	-0.001444228	0.551300509
375	0.03191145	0.519016421
376	0.02966477	0.648743621
377	-0.01531511	0.54049275
378	-0.005645363	0.741705594
379	-0.05583777	0.522661061
380	-0.0188234	0.747275486
381	-0.01669005	0.758800242
382	-0.01398291	0.596833262
383	0.01181672	0.162433935
384	-0.00384203	0.310533465
385	0.01564007	0.779133231
386	-0.01922229	0.63657264
387	-0.001335391	0.826708736
388	0.009852405	0.548170655
389	-0.00135446	0.677847602
390	-0.006578012	0.67884136
391	-0.02237278	0.47595126
392	0.01869813	0.721715253
393	-0.03519579	0.683016878
394	0.01183556	0.666648872
395	0.02509364	0.561373391
396	0.003902559	0.586041164
397	-0.02417821	0.228281941
398	0.000480683	0.542950306
399	-0.03829941	0.720208206
400	0.02565105	0.618864067
401	0.008747868	0.610971227
402	-0.05779575	0.383519285
403	0.007440163	0.826295934
404	-0.007516079	0.658479025
405	-0.04437686	0.397246336
406	0.002509245	0.74260072
407	0.02399359	0.620855489
408	-0.0154882	0.394423052
409	-0.02338865	0.426619629
410	0.01557149	0.563701575
411	-0.006257189	0.527531853
412	-0.005656823	0.690959031
413	-0.003983758	0.61450957
414	-0.009192656	0.426735115
415	-0.05774815	0.553549828
416	0.01605261	0.50960312
417	-0.02580383	0.480464493
418	0.03750023	0.486332914
419	0.01279812	0.624538395
420	0.006676655	0.564920411
421	-0.04375394	0.747843672
422	-0.0112098	0.546156235
423	-0.01441877	0.51198278
424	-0.005132811	0.706744409
425	-0.05188097	0.687042487
426	-0.04825158	0.401021136
427	-0.03583854	0.734124533
428	0.01274858	0.632600767
429	-0.003707924	0.519131501
430	-0.01949269	0.539607704
431	0.04828242	0.522551767
432	-0.01847124	0.678414897
433	-0.004869399	0.634582661
434	0.003080213	0.730693385
435	0.0494831	0.532829908
436	-0.000545171	0.516775472
437	0.01311077	0.684977404
438	0.02022967	0.279471504
439	-0.01822782	0.672328454
440	-0.006138751	0.578329035
441	-0.000979297	0.614103489
442	0.02097468	0.734666863
443	0.004040599	0.67240581
444	-0.002206507	0.584769298
445	-0.02439044	0.229611013
446	0.000153934	0.608668742
447	0.01260211	0.673205165
448	-0.01880767	0.346631819
449	-0.01549357	0.597543952
450	0.0229379	0.64421034
451	-0.003215767	0.66397354
452	-0.008496828	0.678433684
453	-0.02508093	0.392595971
454	-0.04300805	0.777221361
455	-0.02223612	0.581942887
456	0.02344096	0.783721275
457	-0.000740003	0.593813016
458	-0.01257127	0.626027766
459	-0.04438867	0.734197133
460	0.003450849	0.688459488
461	-0.007371713	0.704741574
462	0.02727475	0.766861494
463	-0.006420007	0.606878729
464	-0.02531126	0.742161499
465	-0.03649678	0.684975416
466	-0.02854131	0.752957025
467	0.0013778	0.573947403
468	0.008757311	0.685282258
469	-0.01260649	0.57980252
470	-0.01653651	0.574875976
471	0.02946678	0.514915398
472	-0.03747784	0.700694619
473	0.0103488	0.746440522
474	0.005195561	0.72653075
475	0.01851092	0.803939394
476	0.01973792	0.709869181
477	-0.01117822	0.76465215
478	-0.008961699	0.652323987
479	0.007162402	0.758474939
480	-0.01444966	0.70131139
481	-0.0277652	0.598742183
482	-0.03003021	0.577457055
483	0.006935181	0.594082593
484	-0.03016375	0.651781618
485	-0.02107136	0.754657132
486	-0.01249815	0.683619905
487	-0.03482401	0.782172901
488	0.01403892	0.692408622
489	-0.0121733	0.22460681
490	-0.01851418	0.751463632
491	-0.02949806	0.589285474
492	-0.02367264	0.484790696
493	-0.0205583	0.69757608
494	-0.002355742	0.545601259
495	-0.00857642	0.69262444
496	-0.01739779	0.702854861
497	0.00872015	0.594509689
498	-0.0200948	0.775659725
499	0.006737217	0.71035371
500	-0.03482853	0.597331789
